property_key,avm_estimate,captured_date,source_url,listing_visible
1EAE3DF6-2F01-9EB1-E063-4704A8C09D02,487309,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-8338-E651-E063-4704A8C061D9,705165,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2FC2-9EB1-E063-4704A8C09D02,505940,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-317A-9EB1-E063-4704A8C09D02,571894,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B607-86E8-E063-4804A8C0372B,271224,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F35-9EB1-E063-4704A8C09D02,530621,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E486-38BA-E063-4704A8C05A7C,537675,2026-06-19,PROXY:open-data-hedonic-OLS,false
2ACACE8C-907D-295E-E063-4804A8C0B0EB,1035784,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F3B-9EB1-E063-4704A8C09D02,978271,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0F7D-7CBE-E063-4804A8C06C96,546966,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-BDE4-86E8-E063-4804A8C0372B,715303,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF6-C151-86E8-E063-4804A8C0372B,451513,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FE-EC4D-F410-E063-4804A8C0DFA6,852258,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AB-84AD-52B4-E063-4804A8C05948,316700,2026-06-19,PROXY:open-data-hedonic-OLS,false
2ACACE8C-9068-295E-E063-4804A8C0B0EB,115605,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-E612-7CBE-E063-4804A8C06C96,308187,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-30F7-9EB1-E063-4704A8C09D02,577531,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E441-38BA-E063-4704A8C05A7C,790832,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B544-86E8-E063-4804A8C0372B,443446,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B37E-86E8-E063-4804A8C0372B,446397,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E55B-38BA-E063-4704A8C05A7C,595633,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E47A-38BA-E063-4704A8C05A7C,372198,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D186-F410-E063-4804A8C0DFA6,551633,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A5AD-22AC-E063-4804A8C0EA3A,561692,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E755-38BA-E063-4704A8C05A7C,913273,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0D62-7CBE-E063-4804A8C06C96,584786,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E462-38BA-E063-4704A8C05A7C,456518,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF7-D74E-38BA-E063-4704A8C05A7C,380758,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-EA56-38BA-E063-4704A8C05A7C,952754,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF7-4995-9EB1-E063-4704A8C09D02,463796,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B3D0-86E8-E063-4804A8C0372B,825855,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A12D-22AC-E063-4804A8C0EA3A,265451,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E47F-38BA-E063-4704A8C05A7C,897932,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B3D2-86E8-E063-4804A8C0372B,665879,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B57B-86E8-E063-4804A8C0372B,371172,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B3DB-86E8-E063-4804A8C0372B,609811,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-330A-9EB1-E063-4704A8C09D02,825019,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E4A9-38BA-E063-4704A8C05A7C,674106,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A5C8-22AC-E063-4804A8C0EA3A,450963,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AC-DA4A-52B4-E063-4804A8C05948,830878,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0C34-7CBE-E063-4804A8C06C96,633715,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E803-38BA-E063-4704A8C05A7C,790055,2026-06-19,PROXY:open-data-hedonic-OLS,false
36A61A94-4B56-DEF2-E063-4704A8C046AE,229447,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AB-81ED-52B4-E063-4804A8C05948,604972,2026-06-19,PROXY:open-data-hedonic-OLS,false
42C129E5-6BFE-60A9-E063-4804A8C0C25D,1492594,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B4F5-86E8-E063-4804A8C0372B,397529,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0CEE-7CBE-E063-4804A8C06C96,713117,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B38D-86E8-E063-4804A8C0372B,380572,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F2E-9EB1-E063-4704A8C09D02,797596,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0BD0-7CBE-E063-4804A8C06C96,560684,2026-06-19,PROXY:open-data-hedonic-OLS,false
